,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Right Hand,Right Hand,Right Hand,Right Hand,Right Hand,Right Hand,Right Hand,Right Forearm,Right Forearm,Right Forearm,Right Forearm,Right Forearm,Right Forearm,Right Forearm,Right Upper Arm,Right Upper Arm,Right Upper Arm,Right Upper Arm,Right Upper Arm,Right Upper Arm,Right Upper Arm,Cue Stick,Cue Stick,Cue Stick,Cue Stick,Cue Stick,Cue Stick,Cue Stick,Cue Ball 1,Cue Ball 1,Cue Ball 1,Cue Ball 1,Cue Ball 1,Cue Ball 1,Cue Ball 1
,ID,"8BA50CF3153111EAFBAD9EE854E475AD","8BA50CF3153111EAFBAD9EE854E475AD","8BA50CF3153111EAFBAD9EE854E475AD","8BA50CF3153111EAFBAD9EE854E475AD","8BA50CF3153111EAFBAD9EE854E475AD","8BA50CF3153111EAFBAD9EE854E475AD","8BA50CF3153111EAFBAD9EE854E475AD","9840912E153111EAFBAD9EE854E475AD","9840912E153111EAFBAD9EE854E475AD","9840912E153111EAFBAD9EE854E475AD","9840912E153111EAFBAD9EE854E475AD","9840912E153111EAFBAD9EE854E475AD","9840912E153111EAFBAD9EE854E475AD","9840912E153111EAFBAD9EE854E475AD","A0FA335A153111EAFBAD9EE854E475AD","A0FA335A153111EAFBAD9EE854E475AD","A0FA335A153111EAFBAD9EE854E475AD","A0FA335A153111EAFBAD9EE854E475AD","A0FA335A153111EAFBAD9EE854E475AD","A0FA335A153111EAFBAD9EE854E475AD","A0FA335A153111EAFBAD9EE854E475AD","A95F0678153111EAFBAD9EE854E475AD","A95F0678153111EAFBAD9EE854E475AD","A95F0678153111EAFBAD9EE854E475AD","A95F0678153111EAFBAD9EE854E475AD","A95F0678153111EAFBAD9EE854E475AD","A95F0678153111EAFBAD9EE854E475AD","A95F0678153111EAFBAD9EE854E475AD","679D5CA4153311EAFBAD9EE854E475AD","679D5CA4153311EAFBAD9EE854E475AD","679D5CA4153311EAFBAD9EE854E475AD","679D5CA4153311EAFBAD9EE854E475AD","679D5CA4153311EAFBAD9EE854E475AD","679D5CA4153311EAFBAD9EE854E475AD","679D5CA4153311EAFBAD9EE854E475AD"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z
3348,27.900000,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.042724,-0.908463,0.014584,0.415520,-103.138145,262.300659,2178.368408,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3349,27.908333,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.037713,-0.906714,0.021644,0.419498,-106.761276,267.992188,2175.552246,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3350,27.916667,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.044430,-0.906072,0.003778,0.420767,-109.990791,273.685944,2172.961182,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3351,27.925000,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.044990,-0.905083,-0.002035,0.422842,-113.392601,279.019745,2170.241455,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3352,27.933333,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.038266,-0.903397,0.011055,0.426951,-116.796913,284.212158,2167.555664,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3353,27.941667,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.044174,-0.902617,-0.005990,0.428131,-119.827812,289.031677,2164.999023,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3354,27.950000,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.046243,-0.901537,-0.013554,0.430011,-122.953796,293.303772,2162.248535,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3355,27.958333,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.046882,-0.900402,-0.014811,0.432272,-126.054703,296.941498,2159.345459,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3356,27.966667,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.044825,-0.898791,-0.010983,0.435941,-129.390244,299.915863,2156.234863,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3357,27.975000,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.042215,-0.897757,-0.006361,0.438418,-132.480072,302.587250,2153.235352,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3358,27.983333,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.554477,-0.329887,0.247197,-0.722928,-133.759949,305.476074,2149.237305,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3359,27.991667,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,0.045404,0.895020,0.011626,-0.443556,-138.630096,306.132080,2146.895264,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3360,28.000000,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,0.046451,0.893462,0.011333,-0.446587,-141.758606,306.979218,2143.410645,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3361,28.008333,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,0.050240,0.891882,0.016942,-0.449149,-144.832565,307.306885,2139.890137,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3362,28.016667,-0.687392,-0.401812,0.180101,-0.577585,-814.979004,385.154205,2931.932373,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.258544,0.443585,0.128841,0.848403,-146.037109,308.711426,2135.729736,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3363,28.025000,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,0.054290,0.452352,-0.020299,0.889954,-148.781998,309.567993,2132.565186,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3364,28.033333,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,0.055011,0.454351,-0.019765,0.888903,-151.190674,310.786682,2129.481934,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3365,28.041667,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,0.055037,0.456893,-0.021219,0.887564,-153.510284,311.778259,2126.327393,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3366,28.050000,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,0.054113,0.459373,-0.021817,0.886325,-155.783859,312.534851,2123.115234,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3367,28.058333,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,0.053545,0.461456,-0.021291,0.885290,-158.090164,313.225037,2119.870850,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3368,28.066667,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,0.052873,0.463899,-0.021209,0.884055,-160.226501,313.975739,2116.674805,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3369,28.075000,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,0.052991,0.466082,-0.022165,0.882875,-162.549713,314.229340,2113.402344,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3370,28.083333,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,0.053068,0.468787,-0.023744,0.881396,-164.782074,314.395630,2110.008789,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3371,28.091667,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.173404,0.472841,0.090107,0.859205,-166.880203,314.570374,2106.498779,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3372,28.100000,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.174467,0.475041,0.091079,0.857672,-169.182510,314.541351,2103.012695,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3373,28.108333,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.173006,0.477753,0.090580,0.856514,-171.739746,314.053497,2099.386475,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3374,28.116667,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.172689,0.480698,0.089980,0.854992,-174.214111,313.467041,2095.573486,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3375,28.125000,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.172097,0.483961,0.088881,0.853384,-176.786499,312.722382,2091.728760,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3376,28.133333,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.170760,0.486771,0.088147,0.852130,-179.434433,311.742340,2087.681885,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3377,28.141667,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.170561,0.489832,0.087512,0.850479,-182.263199,310.403351,2083.559082,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3378,28.150000,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.169914,0.493138,0.086333,0.848817,-185.140656,308.919373,2079.325684,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3379,28.158333,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.169914,0.493138,0.086333,0.848817,-185.140656,308.919373,2079.325684,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3380,28.166667,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.169914,0.493138,0.086333,0.848817,-185.140656,308.919373,2079.325684,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3381,28.175000,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.170518,0.502272,0.085721,0.843385,-193.695618,304.302460,2066.327637,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3382,28.183333,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.169877,0.505056,0.085570,0.841866,-196.498489,302.680817,2061.915771,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3383,28.191667,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.170007,0.507848,0.085380,0.840178,-199.219482,300.967926,2057.457275,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3384,28.200000,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.169580,0.510821,0.085077,0.838491,-201.890121,299.181335,2052.981201,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3385,28.208333,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,0.125423,0.500933,-0.082413,0.852375,-204.652771,297.141510,2048.309082,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3386,28.216667,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,0.125767,0.503804,-0.084264,0.850449,-207.192490,295.078247,2043.718384,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3387,28.225000,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,0.125658,0.506180,-0.086158,0.848863,-209.621750,292.807495,2038.956177,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3388,28.233333,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.088558,0.525034,0.036161,0.845688,-211.719284,290.516052,2034.347778,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3389,28.241667,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,0.173858,0.502785,-0.117358,0.838575,-213.913467,287.932678,2029.517700,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3390,28.250000,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.080576,0.530682,0.028856,0.843238,-215.442856,285.486420,2024.931152,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3391,28.258333,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,0.069177,0.522390,-0.059796,0.847790,-216.898712,282.948486,2020.188354,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3392,28.266667,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,0.069777,0.525341,-0.061503,0.845793,-217.661301,280.526520,2015.688599,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3393,28.275000,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,0.069759,0.527682,-0.063143,0.844215,-218.083633,278.225525,2011.296509,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3394,28.283333,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,0.179305,0.511415,-0.129320,0.830410,-218.184494,275.830048,2006.872192,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3395,28.291667,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,0.179236,0.512776,-0.129980,0.829482,-217.876831,273.487030,2002.524658,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3396,28.300000,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,0.179048,0.514214,-0.132462,0.828239,-217.186539,271.032684,1998.169189,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3397,28.308333,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,0.179566,0.515339,-0.134336,0.827125,-216.195190,268.467346,1993.790283,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3398,28.316667,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,0.179566,0.515339,-0.134336,0.827125,-216.195190,268.467346,1993.790283,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3399,28.325000,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,0.129311,0.527380,-0.106059,0.833007,-213.333511,263.293152,1985.072876,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3400,28.333333,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.053055,-0.783390,0.530542,0.319392,-264.715607,135.042419,2328.994629,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,0.128864,0.528363,-0.107367,0.832286,-211.760162,260.617096,1980.520874,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3401,28.341667,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.490113,-0.670083,0.556618,-0.030892,-741.957153,670.183655,2908.929443,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,0.126995,0.529870,-0.107927,0.831542,-209.770981,257.979309,1975.983765,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3402,28.350000,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.492113,-0.672379,0.551779,-0.035659,-738.079590,668.452271,2907.712402,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,0.005551,0.546839,-0.034297,0.836516,-207.747406,255.391632,1971.330444,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3403,28.358333,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.492113,-0.672379,0.551779,-0.035659,-738.079590,668.452271,2907.712402,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,0.005188,0.547680,-0.034245,0.835971,-205.472351,252.935196,1966.582397,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3404,28.366667,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.492113,-0.672379,0.551779,-0.035659,-738.079590,668.452271,2907.712402,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.105004,0.553638,0.033309,0.825439,-203.087097,250.537781,1961.806763,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
3405,28.375000,-0.422622,0.768311,0.356533,-0.322450,-489.121552,275.715759,2452.019287,0.492113,-0.672379,0.551779,-0.035659,-738.079590,668.452271,2907.712402,-0.734528,-0.380505,0.193608,-0.527447,-821.356201,456.035431,2963.958008,-0.105243,0.554740,0.032978,0.824682,-200.406982,248.324997,1957.028198,-0.609929,-0.241992,-0.719046,0.228908,1409.642212,40.717361,1201.110596
