9.0675 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [3000, 2000]. Using actual size
73.0329 	EXP 	textWord: autoDraw = False
73.0329 	EXP 	textBlank: autoDraw = True
73.5417 	EXP 	New trial (rep=0, index=1): OrderedDict([('WordItem', 'JAKE'), ('WordColor', 'blue')])
73.5981 	EXP 	textBlank: autoDraw = False
73.5981 	EXP 	textWord: text = 'JAKE'
73.5981 	EXP 	textWord: autoDraw = True
74.2120 	DATA 	Keypress: y
74.2448 	EXP 	textWord: autoDraw = False
74.2448 	EXP 	textBlank: autoDraw = True
74.7407 	EXP 	New trial (rep=0, index=2): OrderedDict([('WordItem', 'VARUNIL'), ('WordColor', 'green')])
74.7931 	EXP 	textBlank: autoDraw = False
74.7931 	EXP 	textWord: text = 'VARUNIL'
74.7931 	EXP 	textWord: autoDraw = True
74.9943 	DATA 	Keypress: n
75.0225 	EXP 	textWord: autoDraw = False
75.0225 	EXP 	textBlank: autoDraw = True
75.4424 	DATA 	Keypress: y
75.5369 	EXP 	New trial (rep=0, index=3): OrderedDict([('WordItem', 'STANLEY'), ('WordColor', 'green')])
75.6126 	EXP 	textBlank: autoDraw = False
75.6126 	EXP 	textWord: text = 'STANLEY'
75.6126 	EXP 	textWord: autoDraw = True
75.9196 	DATA 	Keypress: y
75.9299 	EXP 	textWord: autoDraw = False
75.9299 	EXP 	textBlank: autoDraw = True
76.0200 	DATA 	Keypress: n
76.2550 	DATA 	Keypress: y
76.4176 	EXP 	New trial (rep=0, index=4): OrderedDict([('WordItem', 'RESHMA'), ('WordColor', None)])
76.4816 	EXP 	textBlank: autoDraw = False
76.4816 	EXP 	textWord: text = 'RESHMA'
76.4816 	EXP 	textWord: autoDraw = True
76.8617 	DATA 	Keypress: n
76.8931 	EXP 	textWord: autoDraw = False
76.8931 	EXP 	textBlank: autoDraw = True
77.0819 	DATA 	Keypress: y
77.3839 	EXP 	New trial (rep=0, index=5): OrderedDict([('WordItem', 'PARTH'), ('WordColor', None)])
77.4297 	EXP 	textBlank: autoDraw = False
77.4297 	EXP 	textWord: text = 'PARTH'
77.4297 	EXP 	textWord: autoDraw = True
77.7224 	DATA 	Keypress: n
77.7480 	EXP 	textWord: autoDraw = False
77.7480 	EXP 	textBlank: autoDraw = True
77.8868 	DATA 	Keypress: y
78.2358 	EXP 	New trial (rep=0, index=6): OrderedDict([('WordItem', 'KEVIN'), ('WordColor', None)])
78.2733 	EXP 	textBlank: autoDraw = False
78.2733 	EXP 	textBlank: autoDraw = False
78.2733 	EXP 	textWord: text = 'KEVIN'
78.2733 	EXP 	textWord: autoDraw = True
78.6266 	DATA 	Keypress: n
78.6333 	EXP 	textWord: autoDraw = False
78.6333 	EXP 	textBlank: autoDraw = True
79.0809 	DATA 	Keypress: y
79.1324 	EXP 	New trial (rep=0, index=7): OrderedDict([('WordItem', 'JAY'), ('WordColor', 'green')])
79.1755 	EXP 	textBlank: autoDraw = False
79.1755 	EXP 	textWord: text = 'JAY'
79.1755 	EXP 	textWord: autoDraw = True
79.5495 	DATA 	Keypress: y
79.5652 	EXP 	textWord: autoDraw = False
79.5652 	EXP 	textBlank: autoDraw = True
80.0499 	EXP 	New trial (rep=0, index=8): OrderedDict([('WordItem', 'VIGNESH'), ('WordColor', 'blue')])
80.0917 	EXP 	textBlank: autoDraw = False
80.0917 	EXP 	textWord: text = 'VIGNESH'
80.0917 	EXP 	textWord: autoDraw = True
80.1688 	DATA 	Keypress: n
80.1972 	EXP 	textWord: autoDraw = False
80.1972 	EXP 	textBlank: autoDraw = True
80.6011 	DATA 	Keypress: y
80.6850 	EXP 	New trial (rep=0, index=9): OrderedDict([('WordItem', 'NILESH'), ('WordColor', None)])
80.7254 	EXP 	textBlank: autoDraw = False
80.7254 	EXP 	textBlank: autoDraw = False
80.7254 	EXP 	textWord: text = 'NILESH'
80.7254 	EXP 	textWord: autoDraw = True
80.9112 	DATA 	Keypress: n
80.9170 	EXP 	textWord: autoDraw = False
80.9170 	EXP 	textBlank: autoDraw = True
81.1317 	DATA 	Keypress: y
81.3699 	DATA 	Keypress: n
81.4178 	EXP 	New trial (rep=0, index=10): OrderedDict([('WordItem', 'JIMMY'), ('WordColor', None)])
81.4518 	EXP 	textBlank: autoDraw = False
81.4518 	EXP 	textWord: text = 'JIMMY'
81.4518 	EXP 	textWord: autoDraw = True
81.5683 	DATA 	Keypress: y
81.6007 	EXP 	textWord: autoDraw = False
81.6007 	EXP 	textBlank: autoDraw = True
81.7576 	DATA 	Keypress: n
81.9500 	DATA 	Keypress: y
82.0979 	EXP 	New trial (rep=0, index=11): OrderedDict([('WordItem', 'BHAYAVA'), ('WordColor', None)])
82.1368 	DATA 	Keypress: n
82.1435 	EXP 	textBlank: autoDraw = False
82.1435 	EXP 	textWord: text = 'BHAYAVA'
82.1435 	EXP 	textWord: autoDraw = True
82.3439 	DATA 	Keypress: y
82.3521 	EXP 	textWord: autoDraw = False
82.3521 	EXP 	textBlank: autoDraw = True
82.4673 	DATA 	Keypress: n
82.7233 	DATA 	Keypress: y
82.8514 	EXP 	New trial (rep=0, index=12): OrderedDict([('WordItem', 'UZZAL'), ('WordColor', None)])
82.9082 	DATA 	Keypress: n
82.9143 	EXP 	textBlank: autoDraw = False
82.9143 	EXP 	textWord: text = 'UZZAL'
82.9143 	EXP 	textWord: autoDraw = True
83.1023 	DATA 	Keypress: y
83.1318 	EXP 	textWord: autoDraw = False
83.1318 	EXP 	textBlank: autoDraw = True
83.6400 	EXP 	textBlank: autoDraw = False
83.6400 	EXP 	textBlank: autoDraw = False
83.6400 	EXP 	textEnd: autoDraw = True
102.2951 	DATA 	Keypress: space
103.6511 	EXP 	textEnd: autoDraw = False
103.7821 	EXP 	window1: mouseVisible = True
