trialsStudy.thisRepN,trialsStudy.thisTrialN,trialsStudy.thisN,trialsStudy.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textBlank.started,textBlank.stopped,textStudyWord.started,textStudyWord.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,10.597637699916959,None,space,0.6684834000188857,10.597637699916959,None,,,,,,001,2019_Nov_03_0139,Welcome1,3.2.4,60.25711712646646,
,,,,,,,,,,26.308030499960296,None,24.379453699919395,None,,,,,,,
