trialsStudy.thisRepN,trialsStudy.thisTrialN,trialsStudy.thisN,trialsStudy.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textStudyWord.started,textStudyWord.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,12.201744699967094,None,space,13.394301500055008,12.201744699967094,None,,,,001,2019_Nov_03_0132,Welcome1,3.2.4,None,
,,,,,,,,,,25.643676699954085,None,,,,,,,
