trialsStudy.thisRepN,trialsStudy.thisTrialN,trialsStudy.thisN,trialsStudy.thisIndex,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,textBlank.started,textBlank.stopped,textStudyWord.started,textStudyWord.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,14.743551899999147,None,space,1025.6480747000023,14.743551899999147,None,,,,,,001,2019_Nov_04_1338,Welcome1,3.2.4,59.24086387285476,
,,,,,,,,,,1055.4385977000056,None,1053.4837770000013,None,,,,,,,
