textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.started,keyWelcome.stopped,participant,session,date,expName,psychopyVersion,frameRate,
20.431531099951826,None,space,2.536689299973659,20.431531099951826,None,,001,2019_Nov_03_0129,Welcome1,3.2.4,None,
